course_id,course_name,course_kind,component_id,component_type,year,semester,day,period,time,week_pattern,timeslot_key_id
ECON30007,Economics 7,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
ECON30008,Economics 8,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
ECON30008,Economics 8,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
ECON30008,Economics 8,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
ECON30008,Economics 8,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
ECON30008,Economics 8,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
MATH10003,Gateway 3,gateway,Lec,lecture,4,2,Mon,1,10:00-11:00,every_week,Y4_S2_every_week_D0_P1
MATH10003,Gateway 3,gateway,Lec,lecture,4,2,Tue,5,14:00-15:00,every_week,Y4_S2_every_week_D1_P5
MATH10003,Gateway 3,gateway,Lec,lecture,4,2,Thu,7,16:00-17:00,every_week,Y4_S2_every_week_D3_P7
MATH10003,Gateway 3,gateway,Ws,workshop,4,2,Mon,5,14:00-15:00,every_week,Y4_S2_every_week_D0_P5
MATH10003,Gateway 3,gateway,fws,workshop,4,2,Wed,6,15:00-16:00,even_weeks,Y4_S2_even_weeks_D2_P6
MATH10004,Gateway 4,gateway,Lec,lecture,4,2,Mon,0,9:00-10:00,every_week,Y4_S2_every_week_D0_P0
MATH10004,Gateway 4,gateway,Lec,lecture,4,2,Mon,1,10:00-11:00,every_week,Y4_S2_every_week_D0_P1
MATH10004,Gateway 4,gateway,Lec,lecture,4,2,Thu,2,11:00-12:00,every_week,Y4_S2_every_week_D3_P2
MATH10004,Gateway 4,gateway,Ws,workshop,4,2,Tue,6,15:00-16:00,every_week,Y4_S2_every_week_D1_P6
MATH10004,Gateway 4,gateway,fws,workshop,4,2,Thu,0,9:00-10:00,even_weeks,Y4_S2_even_weeks_D3_P0
MATH10006,Gateway 6,gateway,Lec,lecture,4,2,Mon,2,11:00-12:00,every_week,Y4_S2_every_week_D0_P2
MATH10006,Gateway 6,gateway,Lec,lecture,4,2,Mon,3,12:00-13:00,every_week,Y4_S2_every_week_D0_P3
MATH10006,Gateway 6,gateway,Lec,lecture,4,2,Fri,0,9:00-10:00,every_week,Y4_S2_every_week_D4_P0
MATH10006,Gateway 6,gateway,Ws,workshop,4,2,Thu,5,14:00-15:00,every_week,Y4_S2_every_week_D3_P5
MATH10006,Gateway 6,gateway,fws,workshop,4,2,Wed,8,17:00-18:00,even_weeks,Y4_S2_even_weeks_D2_P8
MATH10007,Gateway 7,gateway,Lec,lecture,4,2,Mon,0,9:00-10:00,every_week,Y4_S2_every_week_D0_P0
MATH10007,Gateway 7,gateway,Lec,lecture,4,2,Mon,8,17:00-18:00,every_week,Y4_S2_every_week_D0_P8
MATH10007,Gateway 7,gateway,Lec,lecture,4,2,Fri,5,14:00-15:00,every_week,Y4_S2_every_week_D4_P5
MATH10007,Gateway 7,gateway,Ws,workshop,4,2,Fri,0,9:00-10:00,every_week,Y4_S2_every_week_D4_P0
MATH10007,Gateway 7,gateway,fws,workshop,4,2,Thu,3,12:00-13:00,even_weeks,Y4_S2_even_weeks_D3_P3
MATH20003,Optional 3,optional,Lec,lecture,4,2,Wed,7,16:00-17:00,every_week,Y4_S2_every_week_D2_P7
MATH20003,Optional 3,optional,Lec,lecture,4,2,Fri,3,12:00-13:00,every_week,Y4_S2_every_week_D4_P3
MATH20003,Optional 3,optional,Lec,lecture,4,2,Fri,5,14:00-15:00,every_week,Y4_S2_every_week_D4_P5
MATH20003,Optional 3,optional,Ws,workshop,4,2,Mon,7,16:00-17:00,every_week,Y4_S2_every_week_D0_P7
MATH20004,Optional 4,optional,Lec,lecture,4,2,Mon,1,10:00-11:00,every_week,Y4_S2_every_week_D0_P1
MATH20004,Optional 4,optional,Lec,lecture,4,2,Tue,5,14:00-15:00,every_week,Y4_S2_every_week_D1_P5
MATH20004,Optional 4,optional,Lec,lecture,4,2,Wed,1,10:00-11:00,every_week,Y4_S2_every_week_D2_P1
MATH20004,Optional 4,optional,Ws,workshop,4,2,Mon,0,9:00-10:00,every_week,Y4_S2_every_week_D0_P0
PHIL30003,Philosophy 3,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHIL30003,Philosophy 3,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHIL30003,Philosophy 3,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHIL30003,Philosophy 3,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHIL30003,Philosophy 3,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHIL30004,Philosophy 4,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHIL30004,Philosophy 4,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHIL30007,Philosophy 7,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHIL30007,Philosophy 7,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHIL30008,Philosophy 8,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHIL30008,Philosophy 8,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHYS30003,Physics 3,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHYS30003,Physics 3,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHYS30003,Physics 3,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHYS30003,Physics 3,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHYS30003,Physics 3,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHYS30004,Physics 4,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHYS30004,Physics 4,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHYS30004,Physics 4,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHYS30004,Physics 4,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHYS30004,Physics 4,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHYS30007,Physics 7,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHYS30007,Physics 7,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHYS30007,Physics 7,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHYS30007,Physics 7,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHYS30007,Physics 7,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
PHYS30008,Physics 8,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
PHYS30008,Physics 8,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
PHYS30008,Physics 8,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
PHYS30008,Physics 8,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
PHYS30008,Physics 8,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
